"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess-2" "loess"
"Zea" "AC182101.3_FGT001.v6a" 1 "4" 152098017 63.903743315508 NA 62.0967741935484 NA 1.18 1.18
"Zea" "AC182101.3_FGT006.v6a" 1 "4" 152143815.5 61.9961612284069 NA 61.271676300578 NA 1.18 1.18
"Zea" "AC182105.3_FGT001.v6a" 2 "4" 85819561 53.7972315750094 11.7983398581818 53.3179012345679 22.369890454204 -0.02 -0.02
"Zea" "AC182105.3_FGT005.v6a" 3 "4" 85712587.5 62.0515207421657 4.18900160494099 68.2559369129178 4.47617454166096 -0.02 -0.02
"Zea" "AC182105.3_FGT006.v6a" 3 "4" 85732106 53.8417709928007 4.46938999246869 54.1190835308482 4.80450482816471 -0.02 -0.02
"Zea" "AC182623.3_FGT004.v6a" 3 "4" 218692810.5 41.3315471115983 8.01346711794124 57.1177944862155 22.8947471305498 0.46 0.46
"Zea" "AC182819.4_FGT002.v6a" 3 "4" 145914217 50.2668929292223 14.4314673928497 57.6008781891135 18.6449193124518 1.04 1.04
"Zea" "AC182819.4_FGT003.v6a" 2 "4" 145942741.5 43.1976284584981 2.67750314773402 43.0769230769231 4.3514263457634 1.04 1.04
"Zea" "AC182823.3_FGT007.v6a" 1 "4" 172708772 50 NA 50.6849315068493 NA 1.77 1.77
"Zea" "AC182824.4_FGT001.v6a" 2 "4" 99679875.5 60.6418394696008 4.78985295987844 59.4373401534527 4.12328250922078 -0.28 -0.28
"Zea" "AC182826.4_FGT003.v6a" 1 "4" 37761481.5 48.8222698072805 NA 59.3548387096774 NA 0.51 0.51
"Zea" "AC182830.3_FGT003.v6a" 3 "4" 156099005 44.7632522165629 13.652907310309 46.6984126984127 26.0866049906754 1.22 1.22
"Zea" "AC182830.3_FGT004.v6a" 2 "4" 156247672 70.0763432547352 12.4023850778274 89.7727272727273 14.4635477969976 1.22 1.22
"Zea" "AC183521.2_FGT006.v6a" 2 "4" 41268531.5 46.1447678992919 3.17113190618679 63.0487804878049 9.8305089091788 0.47 0.47
"Zea" "AC183820.4_FGT002.v6a" 2 "4" 188544178 50.0748727163822 1.22827772712848 30.9523809523809 23.5702260395516 0.78 0.78
"Zea" "AC183888.4_FGT006.v6a" 3 "4" 240787853 46.7741935483871 13.1888576015771 43.2192192192192 20.6931687825062 5.08 5.08
"Zea" "AC183888.4_FGT008.v6a" 3 "4" 240777683.5 47.1891805032187 4.24264786558272 42.9249734183945 7.08786146209049 5.05 5.05
"Zea" "AC183907.3_FGT001.v6a" 3 "4" 200324708.5 56.8513559999628 11.5753953828297 57.668460642684 5.01080350725386 0.69 0.69
"Zea" "AC183907.3_FGT003.v6a" 3 "4" 200339408.5 46.5043642368483 8.9299519354798 51.524864024864 13.8738807257346 0.69 0.69
"Zea" "AC183912.3_FGT002.v6a" 1 "4" 30114753.5 57.0491803278689 NA 67.6470588235294 NA 0.6 0.6
"Zea" "AC183914.3_FGT002.v6a" 2 "4" 178774276 56.9007050528789 5.14750471145785 64.5161290322581 4.56197923346159 2.02 2.02
"Zea" "AC183914.3_FGT004.v6a" 1 "4" 178682290.5 60.5633802816901 NA 55.1515151515151 NA 2.07 2.07
"Zea" "AC183968.2_FGT001.v6a" 2 "4" 241960013 52.4406952164722 16.7933016576324 51.7461964038728 14.2546076566997 7.37 7.37
"Zea" "AC183974.4_FGT001.v6a" 1 "4" 3377471.5 66.5573770491803 NA 73.5294117647059 NA 6.64 6.64
"Zea" "AC184050.2_FGT002.v6a" 1 "4" 103507635.5 67.1140939597315 NA 77.5510204081633 NA -0.29 -0.29
"Zea" "AC184050.2_FGT004.v6a" 1 "4" 103474437 59.8739495798319 NA 57.2327044025157 NA -0.29 -0.29
"Zea" "AC184113.4_FGT001.v6a" 2 "4" 8312667.5 59.6890788962301 7.73887561531796 63.1868131868132 8.54744460774948 4.33 4.33
"Zea" "AC184130.4_FGT001.v6a" 2 "4" 235786965 55.4272415912883 0.714123823978686 69.5176010430248 4.75706778477518 1.18 1.18
"Zea" "AC184130.4_FGT005.v6a" 1 "4" 235836018.5 71.1086226203807 NA 87.2053872053872 NA 1.2 1.2
"Zea" "AC184130.4_FGT012.v6a" 8 "4" 235768246.5 42.5274877702822 10.406454693504 47.6281093736757 15.3152528788493 1.18 1.18
"Zea" "AC184169.3_FGT001.v6a" 3 "4" 26821354.5 58.1547860795591 9.66906336906988 67.4482319209939 24.8372785706862 0.36 0.36
"Zea" "AC184171.4_FGT002.v6a" 1 "4" 206488915 66.4634146341463 NA 66.6666666666667 NA 0.7 0.7
"Zea" "AC184171.4_FGT003.v6a" 1 "4" 206515294 45.4225352112676 NA 42.5531914893617 NA 0.7 0.7
"Zea" "AC184172.3_FGT001.v6a" 4 "4" 158435197.5 39.12700912979 5.31404724463203 41.9798951048951 8.75081629141153 1.23 1.23
"Zea" "AC184172.3_FGT004.v6a" 1 "4" 158331898 63.3165829145729 NA 68.4210526315789 NA 1.23 1.23
"Zea" "AC184698.4_FGT004.v6a" 1 "4" 43983268.5 65.5290102389078 NA 63.265306122449 NA 0.41 0.41
"Zea" "AC184700.4_FGT003.v6a" 3 "4" 114877190 50.8277476754298 4.46219767093964 52.3627317955676 11.6392466954019 -0.21 -0.21
"Zea" "AC184707.3_FGT004.v6a" 1 "4" 134330388 70.1048951048951 NA 74.869109947644 NA 0.4 0.4
"Zea" "AC184764.3_FGT003.v6a" 2 "4" 212840062.5 59.2366038659163 5.25269436672949 69.7916666666667 19.1508086571356 0.56 0.56
"Zea" "AC184764.3_FGT006.v6a" 3 "4" 212748568.5 57.1602926007291 3.0598090665684 65.3552560348677 11.2184132470856 0.56 0.56
"Zea" "AC184766.3_FGT002.v6a" 1 "4" 114144201 61.5044247787611 NA 58 NA -0.22 -0.22
"Zea" "AC184768.3_FGT001.v6a" 2 "4" 76884334.5 52.4725274725274 12.8211669116242 67.3952641165756 30.3965756575638 0.27 0.27
"Zea" "AC184771.4_FGT003.v6a" 3 "4" 60542468.5 55.0494213016954 13.5705881875604 57.4974012474013 23.2433796599209 0.22 0.22
"Zea" "AC184772.3_FGT001.v6a" 2 "4" 9106434.5 68.3172380492516 1.34182986483011 81.7171826124474 14.2321351924722 4.08 4.08
"Zea" "AC184778.3_FGT002.v6a" 1 "4" 46353125 68.9873417721519 NA 75 NA 0.37 0.37
"Zea" "AC184787.2_FGT002.v6a" 2 "4" 72879627 54.5148686780986 2.22553686286199 38.9880952380952 7.997040977705 0.23 0.23
"Zea" "AC184787.2_FGT003.v6a" 1 "4" 72872287 58.2901554404145 NA 65.625 NA 0.23 0.23
"Zea" "AC184794.2_FGT003.v6a" 3 "4" 86470049 44.0742415109504 1.07250400791237 43.0020703933747 1.96514989296546 -0.04 -0.04
"Zea" "AC184831.3_FGT003.v6a" 1 "4" 239019356 69.3438914027149 NA 94.9152542372881 NA 1.83 1.83
"Zea" "AC184831.3_FGT005.v6a" 1 "4" 239029061.5 66.8639053254438 NA 79.0035587188612 NA 1.85 1.85
"Zea" "AC184831.3_FGT008.v6a" 1 "4" 239101113.5 66.8639053254438 NA 79.0035587188612 NA 1.97 1.97
"Zea" "AC184835.3_FGT003.v6a" 3 "4" 203726336.5 49.0275107924436 5.22200029165039 55.976411090987 3.8042581457512 0.67 0.67
"Zea" "AC184836.3_FGT002.v6a" 1 "4" 80114528 62.434554973822 NA 58.4313725490196 NA 0.17 0.17
"Zea" "AC184836.3_FGT003.v6a" 1 "4" 80120850.5 51.3966480446927 NA 45.7627118644068 NA 0.17 0.17
"Zea" "AC184845.4_FGT004.v6a" 1 "4" 83531204.5 65.1877133105802 NA 70.4081632653061 NA 0.05 0.05
"Zea" "AC184854.4_FGT001.v6a" 1 "4" 196305771 60.4651162790698 NA 77.3913043478261 NA 0.84 0.84
"Zea" "AC184854.4_FGT003.v6a" 9 "4" 196294246 42.9852378893554 8.41964084654781 44.3363764739367 14.5584686781856 0.83 0.83
"Zea" "AC184865.4_FGT003.v6a" 1 "4" 207379205 54.646017699115 NA 49.6688741721854 NA 0.68 0.68
"Zea" "AC185111.3_FGT003.v6a" 2 "4" 16926766 56.6939890710382 9.46673013063957 60.327868852459 0.463676577827223 2.57 2.57
"Zea" "AC185111.3_FGT004.v6a" 1 "4" 16954473.5 55.9726962457338 NA 64.2857142857143 NA 2.57 2.57
"Zea" "AC185112.2_FGT002.v6a" 4 "4" 66729844 47.4657169053607 4.46405500950834 55.2867425088229 7.17230204031142 0.21 0.21
"Zea" "AC185115.2_FGT005.v6a" 2 "4" 17849355.5 35.9126984126985 10.3821233745644 50.5952380952381 0.841793787126847 2.34 2.34
"Zea" "AC185121.3_FGT001.v6a" 7 "4" 73628870 46.3690723279764 11.6544400205376 50.074606845644 16.5268363833543 0.24 0.24
"Zea" "AC185122.3_FGT008.v6a" 2 "4" 19488424.5 62.6865024288688 1.34330660201123 74.0520224760913 1.79980291866032 1.89 1.89
"Zea" "AC185122.3_FGT009.v6a" 1 "4" 19489909 66.0294117647059 NA 77.0925110132159 NA 1.89 1.89
"Zea" "AC185126.3_FGT002.v6a" 1 "4" 188157261.5 62.8252788104089 NA 73.3333333333333 NA 0.81 0.81
"Zea" "AC185126.3_FGT006.v6a" 1 "4" 188230575.5 58.4493041749503 NA 71.4285714285714 NA 0.81 0.81
"Zea" "AC185216.4_FGT002.v6a" 1 "4" 111259864 48.7261146496815 NA 50.4761904761905 NA -0.26 -0.26
"Zea" "AC185217.3_FGT002.v6a" 2 "4" 190498498.5 57.5052854122621 4.18583295416989 75.5968169761273 19.8815169246085 0.65 0.65
