"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess-2" "loess"
"Zea" "AC185531.2_FGT001.v6a" 1 "6" 12078020 66.5584415584416 NA 77.4509803921569 NA 0.74 0.74
"Zea" "AC186375.3_FGT001.v6a" 2 "6" 111939908.5 40.5737175345652 3.59994924134257 43.8521208120152 5.78849584863063 1.46 1.46
"Zea" "AC186399.3_FGT002.v6a" 3 "6" 78829372.5 54.6010731018766 5.52616715186563 69.8320563423884 28.9088960631454 -0.03 -0.03
"Zea" "AC186406.4_FGT005.v6a" 1 "6" 14957002.5 73.3067729083665 NA 63.855421686747 NA 0.42 0.42
"Zea" "AC186406.4_FGT006.v6a" 6 "6" 14952193.5 65.548845604051 3.45564250986884 73.0296963561428 3.87139263983807 0.42 0.42
"Zea" "AC186406.4_FGT008.v6a" 2 "6" 15053522.5 63.2468925789179 9.64820555373998 54.0846286701209 24.6327180941842 0.42 0.42
"Zea" "AC186433.4_FGT001.v6a" 1 "6" 86441454.5 65.9574468085106 NA 66.6666666666667 NA 0.49 0.49
"Zea" "AC186577.3_FGT006.v6a" 1 "6" 1996621 74.6537396121884 NA 90.4166666666667 NA 0.84 0.84
"Zea" "AC186583.3_FGT004.v6a" 4 "6" 62112539.5 44.3688017510053 8.10879661344788 46.9744623655914 11.8209048502551 -0.04 -0.04
"Zea" "AC186585.4_FGT002.v6a" 5 "6" 15264753 48.3884745457005 11.9718220096867 46.4813839647599 12.1555638159869 0.41 0.41
"Zea" "AC186585.4_FGT003.v6a" 1 "6" 15267701.5 72.8045325779037 NA 75.4237288135593 NA 0.41 0.41
"Zea" "AC186588.3_FGT002.v6a" 1 "6" 65476677.5 54.2997542997543 NA 60 NA 0.01 0.01
"Zea" "AC186590.3_FGT005.v6a" 3 "6" 93535002 62.6737896016592 1.63622477649015 70.6441149212234 5.95729158988265 1.06 1.06
"Zea" "AC186590.3_FGT006.v6a" 3 "6" 93542591 62.6737896016592 1.63622477649015 70.6441149212234 5.95729158988265 1.06 1.06
"Zea" "AC186592.3_FGT002.v6a" 1 "6" 75073972.5 58.9674952198853 NA 56.8807339449541 NA -0.14 -0.14
"Zea" "AC186592.3_FGT003.v6a" 1 "6" 75082376 65.9919028340081 NA 62.4242424242424 NA -0.14 -0.14
"Zea" "AC186612.3_FGT001.v6a" 1 "6" 34119437.5 65.2733118971061 NA 79.8076923076923 NA 0.08 0.08
