"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess"
"Brachypodium" "Bradi3g00066.1.v3.1" 2 "3" 5355.5 62.7835730850527 22.440899635524 57.4885844748859 17.6938135201017 NA
"Brachypodium" "Bradi3g00132.1.v3.1" 11 "3" 11992 46.9293052252412 6.79194673082817 40.3733821051676 13.000812383301 NA
"Brachypodium" "Bradi3g00210.1.v3.1" 12 "3" 33173 46.139173298881 9.13353723672006 48.7862403247606 18.67864692913 NA
"Brachypodium" "Bradi3g00220.2.v3.1" 2 "3" 36252 53.7909803191797 6.39806924422368 59.4201210992082 16.4508540848943 NA
"Brachypodium" "Bradi3g00227.1.v3.1" 6 "3" 38709.5 51.1812252675615 8.31286015855312 52.6803751803752 21.3026457239864 NA
"Brachypodium" "Bradi3g00240.1.v3.1" 4 "3" 41758.5 52.2308225589357 7.02335769201166 52.6673497531399 16.5963432882119 NA
"Brachypodium" "Bradi3g00242.1.v3.1" 4 "3" 51353 55.2561200536553 12.4699385462645 53.6525974025974 21.3025531703302 NA
"Brachypodium" "Bradi3g00250.1.v3.1" 1 "3" 59557 70.8904109589041 NA 90.2564102564103 NA NA
"Brachypodium" "Bradi3g00260.1.v3.1" 12 "3" 62582.5 49.8013783327402 8.62455585742793 49.2125616649645 20.7506367827603 NA
"Brachypodium" "Bradi3g00270.1.v3.1" 1 "3" 67863.5 62.8041714947856 NA 67.9442508710801 NA NA
"Brachypodium" "Bradi3g00282.1.v3.1" 12 "3" 92927 46.289229467274 7.16527276777278 52.751164474764 16.846890078037 NA
"Brachypodium" "Bradi3g00290.2.v3.1" 4 "3" 101605.5 44.5855614973262 4.78270924478701 43.6631090563315 8.22749003589638 NA
"Brachypodium" "Bradi3g00290.3.v3.1" 7 "3" 100708.5 49.6249494960796 10.5813302237237 50.2644706145336 17.9414090976283 NA
"Brachypodium" "Bradi3g00290.5.v3.1" 6 "3" 100708.5 51.0330293140536 10.8490955136539 50.6708678908689 19.6185029760674 NA
"Brachypodium" "Bradi3g00300.1.v3.1" 2 "3" 105584.5 66.479960846158 1.53810817594552 77.8409090909091 9.91020867572054 NA
"Brachypodium" "Bradi3g00311.1.v3.1" 2 "3" 112091.5 59.0391463986969 5.63276541731435 76.8857402511566 16.5706244616296 NA
"Brachypodium" "Bradi3g00320.1.v3.1" 11 "3" 115815.5 44.8909398256135 5.1003481939271 43.4129927311745 13.7845507456843 NA
"Brachypodium" "Bradi3g00330.1.v3.1" 9 "3" 122835 56.0062231758835 6.17115329175314 67.1210393915708 17.5440161180722 NA
"Brachypodium" "Bradi3g00340.1.v3.1" 2 "3" 125460.5 57.5118392645727 9.3971482359442 85.4784688995215 16.67960014952 NA
"Brachypodium" "Bradi3g00360.3.v3.1" 20 "3" 143262.5 44.7706808683725 8.57905308997397 43.4138462783374 12.9252067231525 NA
"Brachypodium" "Bradi3g00360.4.v3.1" 20 "3" 143262.5 44.7374425018008 8.56151377932056 43.3141311786223 12.8944164394993 NA
"Brachypodium" "Bradi3g00365.1.v3.1" 2 "3" 149126 67.3481393757161 0.766176899414675 89.7232717604254 0.784189930157188 NA
"Brachypodium" "Bradi3g00370.1.v3.1" 3 "3" 150803.5 71.3549340702745 2.22364182955006 89.5694543356562 5.2744187731691 NA
"Brachypodium" "Bradi3g00372.1.v3.1" 2 "3" 154042.5 56.4941116665255 3.45076256852877 66.6931697713161 9.92176938920696 NA
"Brachypodium" "Bradi3g00377.1.v3.1" 5 "3" 157785 57.8862925410698 4.93495480475731 69.5555555555556 15.7252647232816 NA
"Brachypodium" "Bradi3g00387.3.v3.1" 8 "3" 160580.5 46.0745600867971 10.6493754430097 49.471429137972 18.236795601964 NA
"Brachypodium" "Bradi3g00400.1.v3.1" 3 "3" 163639 57.6722449872906 9.10010819205655 63.0549378140186 28.5241988011507 NA
"Brachypodium" "Bradi3g00407.1.v3.1" 1 "3" 166808.5 61.3465346534653 NA 84.4418052256532 NA NA
"Brachypodium" "Bradi3g00420.1.v3.1" 4 "3" 169761 62.3557334326136 4.28391339897286 62.8545066045066 34.9892228885605 NA
"Brachypodium" "Bradi3g00430.1.v3.1" 22 "3" 174592 47.222781474201 6.12181302116368 48.833571224664 15.4955164922576 NA
"Brachypodium" "Bradi3g00440.1.v3.1" 4 "3" 179311.5 57.7213552327105 11.6116008492779 71.3355037602301 19.6947667870008 NA
"Brachypodium" "Bradi3g00449.1.v3.1" 2 "3" 190044 40.5607645149658 5.8266822755545 40.7255864702673 0.424341221661318 NA
"Brachypodium" "Bradi3g00465.1.v3.1" 8 "3" 225263.5 45.4011425256287 3.42201211859041 51.4382314174225 5.22467785563611 NA
"Brachypodium" "Bradi3g00465.2.v3.1" 7 "3" 225394 45.7430887167036 3.13692708816516 52.3223768419208 4.59146593680894 NA
"Brachypodium" "Bradi3g00476.1.v3.1" 2 "3" 237065 38.8145896656535 9.75764372822771 54.8550724637682 11.5801545324753 NA
"Brachypodium" "Bradi3g00491.1.v3.1" 1 "3" 254512 63.6627906976744 NA 83.3333333333333 NA NA
"Brachypodium" "Bradi3g00507.2.v3.1" 27 "3" 263782 44.5581116674437 7.34251844329431 43.3973551019038 17.7602197583645 NA
"Brachypodium" "Bradi3g00507.5.v3.1" 27 "3" 263782 44.5259659866938 7.33273519696858 43.4064775248193 17.7674819895898 NA
"Brachypodium" "Bradi3g00513.1.v3.1" 3 "3" 276056 61.6167069048769 6.98073413382777 69.36030359972 6.87270291941639 NA
