"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess"
"Brachypodium" "Bradi2g00052.1.v3.1" 2 "2" 1405.5 59.167422456013 10.2891539972401 76.6899011184957 8.09235512267303 NA
"Brachypodium" "Bradi2g00105.1.v3.1" 2 "2" 3389.5 61.4378109452737 4.56629155214001 83.5786516853933 13.3237985623578 NA
"Brachypodium" "Bradi2g00210.1.v3.1" 2 "2" 11430.5 73.7986270022884 0.161809332079321 97.9166666666667 2.94627825494397 NA
"Brachypodium" "Bradi2g00210.2.v3.1" 2 "2" 11430.5 74.0993788819876 0.263518055100567 97.9166666666667 2.94627825494397 NA
"Brachypodium" "Bradi2g00220.1.v3.1" 1 "2" 17559.5 67.7707006369427 NA 85.823754789272 NA NA
"Brachypodium" "Bradi2g00226.1.v3.1" 13 "2" 21491.5 47.7598892059013 5.76478761864367 45.082550782188 9.53774962785933 NA
"Brachypodium" "Bradi2g00240.1.v3.1" 8 "2" 28079 51.6223690458887 9.80152446966656 63.4893785018333 19.3304346634145 NA
"Brachypodium" "Bradi2g00240.2.v3.1" 9 "2" 28079 50.9099282754787 9.50014275714313 61.3291830069206 19.3597928930945 NA
"Brachypodium" "Bradi2g00245.1.v3.1" 1 "2" 29844.5 73.0918499353169 NA 93.0232558139535 NA NA
"Brachypodium" "Bradi2g00250.2.v3.1" 3 "2" 33031.5 55.1367089155918 1.72412444434492 66.4021164021164 1.99731069716158 NA
"Brachypodium" "Bradi2g00256.1.v3.1" 6 "2" 34973.5 39.0386454231939 19.4762376575595 38.9271270449431 19.6708447433269 NA
"Brachypodium" "Bradi2g00262.1.v3.1" 2 "2" 36259 61.1528822055138 15.2408980406123 85.7057416267943 18.3543267365408 NA
"Brachypodium" "Bradi2g00270.1.v3.1" 1 "2" 37229.5 73.0918499353169 NA 93.0232558139535 NA NA
"Brachypodium" "Bradi2g00280.1.v3.1" 4 "2" 38711.5 60.6340536676507 4.17030686592789 80.8376772635188 12.7706356845489 NA
"Brachypodium" "Bradi2g00290.1.v3.1" 3 "2" 41078.5 53.657179439366 9.63292199928331 56.854494072236 19.8203878086863 NA
"Brachypodium" "Bradi2g00300.1.v3.1" 3 "2" 42943.5 33.1484682608278 29.014458748348 28.1508039982616 24.4487684822053 NA
"Brachypodium" "Bradi2g00310.1.v3.1" 3 "2" 45400.5 61.3518477154841 11.0495838129458 69.9483797523013 26.9469851433741 NA
"Brachypodium" "Bradi2g00320.1.v3.1" 11 "2" 50303.5 49.2140690896363 8.46740611568608 46.8283356139144 15.8863849228431 NA
"Brachypodium" "Bradi2g00340.1.v3.1" 1 "2" 57283.5 73.0643402399128 NA 95.7377049180328 NA NA
"Brachypodium" "Bradi2g00350.1.v3.1" 1 "2" 67998.5 73.469387755102 NA 93.8888888888889 NA NA
"Brachypodium" "Bradi2g00360.1.v3.1" 18 "2" 74034.5 43.6854276443568 7.82164098927495 44.4996984212497 13.2845132482846 NA
"Brachypodium" "Bradi2g00360.2.v3.1" 18 "2" 74034.5 43.6261999731888 7.83231105651818 44.3789254743898 13.2203678992373 NA
"Brachypodium" "Bradi2g00360.3.v3.1" 18 "2" 74213.5 42.6908774531669 8.39168633133593 43.5896115703218 13.4427333614522 NA
"Brachypodium" "Bradi2g00370.3.v3.1" 5 "2" 79976 52.0509013722446 11.0226280124928 48.9705635357425 7.30442431622906 NA
"Brachypodium" "Bradi2g00390.1.v3.1" 2 "2" 93314.5 68.7383137854836 2.48503020585277 85.0225225225226 9.39623875901044 NA
"Brachypodium" "Bradi2g00403.2.v3.1" 5 "2" 97558.5 46.3073682801605 5.23581248984677 41.191274718989 19.6888437914752 NA
