"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess"
"Brachypodium" "Bradi4g00100.1.v3.1" 1 "4" 10489.5 64.5852749301025 NA 79.2717086834734 NA NA
"Brachypodium" "Bradi4g00200.2.v3.1" 5 "4" 21927.5 48.6187512356099 5.17328417955193 48.9794319444827 9.56886532096869 NA
"Brachypodium" "Bradi4g00206.1.v3.1" 1 "4" 26016.5 67.873789888849 NA 91.2903225806452 NA NA
"Brachypodium" "Bradi4g00218.1.v3.1" 1 "4" 29033.5 50.788643533123 NA 64.1509433962264 NA NA
"Brachypodium" "Bradi4g00230.1.v3.1" 12 "4" 78209 45.824535568181 8.98081903914241 43.7465811125103 15.1468521484758 NA
"Brachypodium" "Bradi4g00240.1.v3.1" 5 "4" 84347 48.0643961434765 6.91140199154164 45.9253903990746 5.74243251571409 NA
"Brachypodium" "Bradi4g00245.1.v3.1" 5 "4" 86332 41.557870746106 6.38395885414057 41.7547292889759 9.37627517526268 NA
"Brachypodium" "Bradi4g00250.1.v3.1" 11 "4" 91001 51.3094467882321 9.21726249623424 50.7684856317378 22.9478707603593 NA
"Brachypodium" "Bradi4g00260.1.v3.1" 2 "4" 94292 63.9669426861343 2.569232570473 94.2672929369548 0.614749892912454 NA
"Brachypodium" "Bradi4g00280.1.v3.1" 16 "4" 103719.5 46.9166136906869 7.74226097214315 44.0585597945856 15.1553419462476 NA
"Brachypodium" "Bradi4g00290.2.v3.1" 23 "4" 111886 44.7280071882205 7.35096747149751 42.1859425081718 14.0215540491797 NA
"Brachypodium" "Bradi4g00300.1.v3.1" 1 "4" 118342.5 64.2261353104727 NA 83.8888888888889 NA NA
"Brachypodium" "Bradi4g00320.1.v3.1" 5 "4" 123183.5 52.6854576616806 14.8445639363711 50.2144579067656 28.3784539439509 NA
"Brachypodium" "Bradi4g00325.2.v3.1" 6 "4" 130736 65.6831081484564 3.76189569088306 86.5242918813113 6.65857254869926 NA
"Brachypodium" "Bradi4g00330.2.v3.1" 14 "4" 135793 46.4599145054378 9.73945380743549 46.5678819433828 17.2310191304923 NA
"Brachypodium" "Bradi4g00335.1.v3.1" 13 "4" 144961.5 47.3721436331565 9.70086582392605 48.530418938998 16.0938619063038 NA
"Brachypodium" "Bradi4g00340.2.v3.1" 1 "4" 148235.5 64.9484536082474 NA 84.472049689441 NA NA
