"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess"
"Zea" "AC155390.2_FGT002.v6a" 1 "1" 32673148.5 50.7260891337005 NA 54.5864661654135 NA 1.76
"Zea" "AC155624.2_FGT006.v6a" 4 "1" 8262362 51.3715984475038 10.2457916290674 55.5543588690594 22.6530311787244 3.85
"Zea" "AC155624.2_FGT008.v6a" 1 "1" 8271604 53.2374100719424 NA 64.5161290322581 NA 3.85
"Zea" "AC155624.2_FGT011.v6a" 3 "1" 8287107 56.7215360167579 15.1085604272099 61.483390607102 27.4250613331643 3.84
"Zea" "AC155624.2_FGT012.v6a" 3 "1" 8291715 45.7204240810798 10.0902300395847 45.7142857142857 11.9332991296587 3.84
"Zea" "AC166636.1_FGT007.v6a" 2 "1" 19971941 70.3618075876366 0.784219708355059 93.3968130586863 2.52282947970955 2.25
"Zea" "AC166636.1_FGT008.v6a" 6 "1" 19981233.5 55.9631313004626 5.61770783483252 74.0478043876345 17.8480294206742 2.24
"Zea" "AC166636.1_FGT009.v6a" 5 "1" 19987222 49.0798574281596 9.0857823744048 52.4930679342444 15.9279873345215 2.24
"Zea" "AC177819.2_FGT005.v6a" 1 "1" 205900845.5 59.672131147541 NA 60.7843137254902 NA 1.7
"Zea" "AC177820.3_FGT007.v6a" 3 "1" 26065367.5 44.0686274509804 9.40141894613213 46.1764705882353 20.9980226454136 1.65
"Zea" "AC177820.3_FGT009.v6a" 5 "1" 26084378 53.7388678844194 8.23588488255312 70.1166540643884 11.3357302621705 1.66
"Zea" "AC177837.3_FGT002.v6a" 1 "1" 22597968 66.5148063781321 NA 62.457337883959 NA 1.69
"Zea" "AC177837.3_FGT007.v6a" 1 "1" 22626148 61.6336633663366 NA 68.8888888888889 NA 1.69
"Zea" "AC177837.3_FGT012.v6a" 1 "1" 22653479 52.3255813953488 NA 63.1578947368421 NA 1.69
"Zea" "AC177838.2_FGT002.v6a" 3 "1" 71257 45.6670676790418 4.72496379722252 41.5350418169967 3.3561305777098 NA
"Zea" "AC177838.2_FGT009.v6a" 1 "1" 136432.5 64.8979591836735 NA 66.6666666666667 NA NA
"Zea" "AC177838.2_FGT012.v6a" 1 "1" 150725 45.7142857142857 NA 42.7350427350427 NA NA
"Zea" "AC177838.2_FGT013.v6a" 2 "1" 154669.5 55.1434745464596 16.7724207608448 54.2929292929293 31.7840926896984 NA
"Zea" "AC177838.2_FGT015.v6a" 1 "1" 161534 58.5677749360614 NA 70.4980842911877 NA NA
"Zea" "AC177838.2_FGT017.v6a" 1 "1" 167598 63.8059701492537 NA 60.1123595505618 NA NA
"Zea" "AC177838.2_FGT018.v6a" 7 "1" 173260 42.2618386135653 4.40764860268637 35.6452547812723 5.47934036626423 NA
"Zea" "AC177840.3_FGT003.v6a" 1 "1" 266387198 58.6776859504132 NA 67.5 NA 1.21
"Zea" "AC177840.3_FGT005.v6a" 1 "1" 266380200 66.5413533834586 NA 85.2272727272727 NA 1.21
"Zea" "AC177845.2_FGT001.v6a" 1 "1" 82686733 74.5065789473684 NA 94.0886699507389 NA 0.55
"Zea" "AC177850.2_FGT003.v6a" 4 "1" 18142404.5 58.522617786339 2.24750697161411 66.7440730901891 3.04420308819793 2.25
"Zea" "AC177850.2_FGT005.v6a" 1 "1" 18199147.5 58.1532416502947 NA 68.8235294117647 NA 2.24
"Zea" "AC177850.2_FGT006.v6a" 2 "1" 18054135.5 51.3333333333333 10.3708994574027 54.4705882352941 2.16291486010005 2.25
"Zea" "AC177852.2_FGT003.v6a" 1 "1" 14034879 51.6528925619835 NA 49.3827160493827 NA 2.97
"Zea" "AC177882.3_FGT005.v6a" 1 "1" 34250579 53.9719626168224 NA 63.3802816901408 NA 1.77
"Zea" "AC177882.3_FGT006.v6a" 1 "1" 34217706.5 53.257790368272 NA 58.974358974359 NA 1.77
"Zea" "AC177883.2_FGT003.v6a" 1 "1" 233467661 63.7640449438202 NA 58.4745762711864 NA 1.27
"Zea" "AC177884.3_FGT008.v6a" 1 "1" 279470642.5 66.9322709163347 NA 66.2650602409639 NA 2
"Zea" "AC177889.2_FGT004.v6a" 2 "1" 26741454 48.0446194225722 6.66276468362128 53.5714285714286 5.05076272276103 1.74
"Zea" "AC177889.2_FGT006.v6a" 1 "1" 26749674 63.1336405529954 NA 68.9655172413793 NA 1.74
"Zea" "AC177890.3_FGT005.v6a" 1 "1" 282754058 71.4574898785425 NA 70.9090909090909 NA 2.7
"Zea" "AC177897.2_FGT002.v6a" 6 "1" 260197046.5 46.1944810231039 5.87167552747526 46.5303844642984 11.040538576822 1.29
"Zea" "AC177897.2_FGT020.v6a" 10 "1" 260121283.5 49.1698934212348 13.1224700163363 54.5743325079315 16.0824205614117 1.29
"Zea" "AC177897.2_FGT021.v6a" 1 "1" 260118116.5 63.5687732342007 NA 88.8888888888889 NA 1.29
"Zea" "AC177897.2_FGT022.v6a" 4 "1" 260113271 67.9841053917781 5.75082301324776 90.210137519274 7.03783057382448 1.29
"Zea" "AC177897.2_FGT025.v6a" 3 "1" 260104033 49.1722426718171 13.6697515336629 51.9870327993898 23.5922540907941 1.29
"Zea" "AC177897.2_FGT029.v6a" 1 "1" 260089369 61.7857142857143 NA 68.9839572192513 NA 1.29
"Zea" "AC177897.2_FGT036.v6a" 5 "1" 260064333 38.5407892024433 5.82359835466756 55.2868184447132 27.2423737526458 1.29
"Zea" "AC177899.2_FGT009.v6a" 1 "1" 300524737 58.6792452830189 NA 69.1654879773692 NA NA
"Zea" "AC177899.2_FGT012.v6a" 7 "1" 300425262 42.8998698725289 10.159100616451 42.1458442996248 12.4303113863986 NA
"Zea" "AC177900.4_FGT001.v6a" 1 "1" 91096990 45.3038674033149 NA 39.6694214876033 NA 0.45
