"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess"
"Oryza" "LOC_Os11g01010.1.MSUv7.0" 5 11 2706.5 51.9050121253511 10.2686181754449 73.9117647058824 25.2786375339126 NA
"Oryza" "LOC_Os11g01020.1.MSUv7.0" 5 11 5548 56.1424623097629 11.7606428453641 61.6924875785429 26.4021708145649 NA
"Oryza" "LOC_Os11g01020.2.MSUv7.0" 5 11 5548 55.9308547083248 11.6729085339316 61.6308542965706 26.4489721525158 NA
"Oryza" "LOC_Os11g01030.1.MSUv7.0" 2 11 8580.5 66.0638758324285 5.02947705601244 80.9860033043424 8.7840036255132 NA
"Oryza" "LOC_Os11g01040.1.MSUv7.0" 2 11 15067.5 65.3058185082423 3.74586557048513 89.1873380229544 0.761821819049605 NA
"Oryza" "LOC_Os11g01050.1.MSUv7.0" 1 11 27885.5 65.8405894172806 NA 82.6961770623742 NA NA
"Oryza" "LOC_Os11g01060.1.MSUv7.0" 3 11 30332 62.6352723378065 5.48617965562115 66.5785358919687 2.34130802654984 NA
"Oryza" "LOC_Os11g01074.1.MSUv7.0" 4 11 38915.5 46.5891397295453 11.4771697811482 48.6448264996652 18.5580335925414 NA
"Oryza" "LOC_Os11g01074.2.MSUv7.0" 5 11 40049 44.0109422559216 11.9585343658383 47.8408611997322 17.0825498428631 NA
"Oryza" "LOC_Os11g01100.1.MSUv7.0" 3 11 52799 59.4103477167994 3.51323951202634 59.1478696741855 12.2037381693633 NA
"Oryza" "LOC_Os11g01109.1.MSUv7.0" 3 11 54777.5 60.3092023583168 9.00963318705592 61.1677344205009 6.92196593665804 NA
"Oryza" "LOC_Os11g01118.1.MSUv7.0" 1 11 57980 70.1298701298701 NA 67.6470588235294 NA NA
"Oryza" "LOC_Os11g01130.1.MSUv7.0" 1 11 68649.5 66.1211129296236 NA 81.8627450980392 NA NA
"Oryza" "LOC_Os11g01130.2.MSUv7.0" 2 11 69666.5 63.1230726100364 5.33650534049388 72.8990269177303 13.4129568881715 NA
"Oryza" "LOC_Os11g01140.1.MSUv7.0" 23 11 86687 43.9744687939329 6.43174202528997 40.8425814259976 14.4607567914451 NA
"Oryza" "LOC_Os11g01170.1.MSUv7.0" 8 11 102310 50.5753918547652 7.69685591782019 46.3907672186879 14.2835533190256 NA
"Oryza" "LOC_Os11g01180.1.MSUv7.0" 1 11 107792 68.2825484764543 NA 92.0833333333333 NA NA
