"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess-2" "loess"
"Zea" "AC155377.1_FGT001.v6a" 39 "3" 220976697.5 40.0743549671875 8.25255596076628 35.8369063947067 11.7723922471877 3.18 3.18
"Zea" "AC155377.1_FGT002.v6a" 11 "3" 221066584 46.8384653534523 11.7884536608946 53.5636341674441 19.7592393401724 3.18 3.18
"Zea" "AC155610.2_FGT007.v6a" 3 "3" 175730733.5 64.3367238301148 12.4440359287111 97.2083250685062 2.61738277096759 2.1 2.1
"Zea" "AC155610.2_FGT009.v6a" 1 "3" 175744379 64.5 NA 77.6119402985075 NA 2.11 2.11
"Zea" "AC155622.2_FGT001.v6a" 1 "3" 4444706.5 48.197820620285 NA 42.8211586901763 NA 7.19 7.19
"Zea" "AC155622.2_FGT004.v6a" 2 "3" 4448150 56.6629244063414 11.4146481483642 71.3135495744191 28.271258010173 7.19 7.19
"Zea" "AC165171.2_FGT002.v6a" 3 "3" 144778600.5 59.3989353419349 6.18417886003724 79.9885231870526 0.54768551364699 0.65 0.65
"Zea" "AC177922.2_FGT001.v6a" 1 "3" 74816510 66.0550458715596 NA 73.6111111111111 NA -0.06 -0.06
"Zea" "AC177922.2_FGT002.v6a" 1 "3" 74808106 63.5483870967742 NA 62.621359223301 NA -0.06 -0.06
"Zea" "AC177922.2_FGT003.v6a" 1 "3" 74805687 66.839378238342 NA 62.015503875969 NA -0.06 -0.06
"Zea" "AC182110.4_FGT002.v6a" 1 "3" 147203343 52.755905511811 NA 67.8571428571429 NA 0.7 0.7
"Zea" "AC182439.4_FGT004.v6a" 3 "3" 46895348.5 46.9494934747873 28.3346374649801 58.326976862446 50.5515611005873 0.26 0.26
"Zea" "AC182440.4_FGT002.v6a" 1 "3" 45713631 61.038961038961 NA 63.7254901960784 NA 0.28 0.28
"Zea" "AC182440.4_FGT003.v6a" 1 "3" 45734386.5 56.7164179104478 NA 66.9642857142857 NA 0.28 0.28
"Zea" "AC182481.3_FGT003.v6a" 2 "3" 21293639 59.984520123839 6.6770144972724 71.4027149321267 7.80697079681071 1.36 1.36
"Zea" "AC182482.3_FGT003.v6a" 7 "3" 23018330.5 57.1082957746126 8.57086619013665 71.6964350144292 11.1474228870959 1.14 1.14
"Zea" "AC182603.4_FGT003.v6a" 1 "3" 133111421.5 52.1739130434783 NA 49.3333333333333 NA 0.44 0.44
"Zea" "AC182606.4_FGT001.v6a" 1 "3" 63247748 65.7635467980296 NA 63.09963099631 NA 0.02 0.02
"Zea" "AC182606.4_FGT002.v6a" 1 "3" 63180317.5 54.275092936803 NA 64.0449438202247 NA 0.02 0.02
"Zea" "AC182608.4_FGT001.v6a" 1 "3" 62684932 54.5226130653266 NA 58.6466165413534 NA 0.02 0.02
"Zea" "AC182611.4_FGT004.v6a" 1 "3" 32991273 56.1538461538462 NA 56.9767441860465 NA 0.38 0.38
"Zea" "AC182615.4_FGT001.v6a" 1 "3" 22054665 73.6046511627907 NA 76.9230769230769 NA 1.35 1.35
"Zea" "AC182615.4_FGT002.v6a" 2 "3" 22250264 59.5717334368028 1.94456079606546 70.9799266134254 7.24963783862744 1.31 1.31
"Zea" "AC182615.4_FGT003.v6a" 2 "3" 22137227 54.5931758530184 17.0744944538484 68.8235294117647 44.0901875328083 1.33 1.33
"Zea" "AC182617.3_FGT001.v6a" 9 "3" 127326525.5 50.0338377818443 9.45538920459492 44.4201107487656 21.2996813032083 0.37 0.37
"Zea" "AC182618.3_FGT001.v6a" 1 "3" 62051583 64.1176470588235 NA 61.4035087719298 NA 0.03 0.03
