"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess"
"Oryza" "LOC_Os05g00988.1.MSUv7.0" 1 5 4179.5 56.3739376770538 NA 76.271186440678 NA NA
"Oryza" "LOC_Os05g00992.1.MSUv7.0" 1 5 11188 66.3900414937759 NA 83.75 NA NA
"Oryza" "LOC_Os05g00994.1.MSUv7.0" 1 5 13884 53.475935828877 NA 66.4 NA NA
"Oryza" "LOC_Os05g01030.1.MSUv7.0" 5 5 62940 53.2034247528544 9.50289199310706 67.8544068853189 21.6930894147994 NA
"Oryza" "LOC_Os05g01040.1.MSUv7.0" 8 5 67611.5 47.9163562045728 3.60458802731609 43.0714186490698 13.3203238538361 NA
"Oryza" "LOC_Os05g01040.4.MSUv7.0" 2 5 67962.5 60.6636838180463 7.22398426715559 64.7241647241647 17.2518670779002 NA
"Oryza" "LOC_Os05g01060.1.MSUv7.0" 21 5 79392.5 44.2107551265537 7.69431826725017 42.4012144047016 18.5914516115625 NA
"Oryza" "LOC_Os05g01060.2.MSUv7.0" 16 5 79392.5 45.3732972002829 8.39219839866981 43.3716551495876 21.127486596957 NA
"Oryza" "LOC_Os05g01070.1.MSUv7.0" 2 5 85681.5 45.7004830917874 1.77630688993723 40.6432748538011 5.37566558796787 NA
"Oryza" "LOC_Os05g01080.1.MSUv7.0" 1 5 87681 58.8 NA 59.6385542168675 NA NA
"Oryza" "LOC_Os05g01090.1.MSUv7.0" 11 5 93675 52.0383058085208 9.41638407378162 44.0436699667809 15.9861299564428 NA
"Oryza" "LOC_Os05g01090.2.MSUv7.0" 11 5 93675 52.0685028841724 9.45933491018175 44.3139402370511 16.6123924530092 NA
"Oryza" "LOC_Os05g01090.3.MSUv7.0" 11 5 93675 52.107449086485 9.51600031759211 44.5278439803666 17.1250788560722 NA
"Oryza" "LOC_Os05g01100.1.MSUv7.0" 2 5 96465.5 54.9848759830611 4.61137997652204 65.9433962264151 19.8790396975086 NA
"Oryza" "LOC_Os05g01110.1.MSUv7.0" 2 5 98707 62.9262452107279 11.5751483625269 87.4891774891775 1.16320596039342 NA
"Oryza" "LOC_Os05g01120.1.MSUv7.0" 6 5 102786.5 52.7171834087175 7.66939799911431 62.4699623439119 12.2191502094662 NA
"Oryza" "LOC_Os05g01140.1.MSUv7.0" 1 5 117637.5 66.1909009812667 NA 87.1313672922252 NA NA
"Oryza" "LOC_Os05g01180.1.MSUv7.0" 1 5 142174.5 44.4239631336406 NA 44.5983379501385 NA NA
"Oryza" "LOC_Os05g01230.1.MSUv7.0" 9 5 157643.5 50.1880137662523 9.03151319803832 47.9869177955111 16.1985208518566 NA
"Oryza" "LOC_Os05g01240.3.MSUv7.0" 14 5 163883.5 43.6749161317139 4.79136506956556 42.5400455859051 7.75836224028659 NA
"Oryza" "LOC_Os05g01250.1.MSUv7.0" 7 5 175972 50.8003167492219 8.95491856875129 58.4738104634978 22.9069437699765 NA
"Oryza" "LOC_Os05g01262.2.MSUv7.0" 5 5 183631 50.2799330203288 10.5474775531447 53.5382695185866 18.4474459305988 NA
"Oryza" "LOC_Os05g01270.1.MSUv7.0" 7 5 186973 55.279719418065 10.1634489400846 66.7434790007957 10.1583079257394 NA
"Oryza" "LOC_Os05g01280.1.MSUv7.0" 1 5 189997 59.1743119266055 NA 87.6712328767123 NA 11.34
"Oryza" "LOC_Os05g01290.1.MSUv7.0" 1 5 193573.5 60.2870813397129 NA 91.4285714285714 NA 11.34
"Oryza" "LOC_Os05g01310.1.MSUv7.0" 13 5 199722.5 53.3245931786658 11.1533404970043 49.4517061334895 24.5890737608823 11.33
"Oryza" "LOC_Os05g01310.2.MSUv7.0" 13 5 199722.5 53.1207647490309 11.400300662264 49.1952958770793 24.9367060422153 11.33
"Oryza" "LOC_Os05g01310.3.MSUv7.0" 12 5 199839.5 53.1458937295399 11.621275641836 48.583313792927 25.5203375926105 11.33
"Oryza" "LOC_Os05g01320.1.MSUv7.0" 12 5 203960.5 48.9564624776663 6.59867673396462 40.5731290627728 18.602448446492 11.32
"Oryza" "LOC_Os05g01330.1.MSUv7.0" 3 5 208773 55.940005940006 7.24385659192423 65.420679706394 11.8622035172314 11.31
"Oryza" "LOC_Os05g01350.1.MSUv7.0" 4 5 215636.5 54.2624658887821 11.4472235637499 63.6212858621231 14.1559808826277 11.3
"Oryza" "LOC_Os05g01360.1.MSUv7.0" 14 5 222500 45.2522660628917 6.82945001429148 41.2198477585612 13.2620807067022 11.29
"Oryza" "LOC_Os05g01370.1.MSUv7.0" 1 5 227522 66.6342412451362 NA 94.1690962099125 NA 11.28
"Oryza" "LOC_Os05g01380.1.MSUv7.0" 1 5 231311.5 68.6759956942949 NA 95.8064516129032 NA 11.28
"Oryza" "LOC_Os05g01430.1.MSUv7.0" 1 5 248909.5 65.9470068694799 NA 95.2941176470588 NA 11.25
"Oryza" "LOC_Os05g01444.1.MSUv7.0" 1 5 257660.5 65.3112033195021 NA 88.8059701492537 NA 11.24
"Oryza" "LOC_Os05g01450.1.MSUv7.0" 6 5 261244 50.2418131088685 10.1905330768157 61.2553818157266 20.8655621912283 11.23
"Oryza" "LOC_Os05g01450.2.MSUv7.0" 5 5 261158 48.8273349758947 8.56409829690165 53.3355180079318 12.7598638500268 11.23
"Oryza" "LOC_Os05g01460.1.MSUv7.0" 8 5 265214 48.6100792742401 7.25166136793429 55.1448804340175 13.4723924462063 11.23
"Oryza" "LOC_Os05g01460.3.MSUv7.0" 4 5 265749.5 49.8408870400069 10.2194670436901 59.4837440905216 17.1918651419056 11.23
"Oryza" "LOC_Os05g01460.5.MSUv7.0" 5 5 265749.5 50.1924055855043 9.05820106231642 58.6428958935353 14.6425150283353 11.23
"Oryza" "LOC_Os05g01470.1.MSUv7.0" 12 5 273099 45.6146000763559 9.28423918411607 43.3169581677835 17.1071872277132 11.22
"Oryza" "LOC_Os05g01470.2.MSUv7.0" 12 5 271377.5 45.9356061159025 10.3233975152261 43.6793309650036 18.2100463161627 11.22
"Oryza" "LOC_Os05g01470.3.MSUv7.0" 10 5 274019 45.1251021192522 10.196929929115 42.6777099350024 17.7495618216357 11.22
"Oryza" "LOC_Os05g01480.1.MSUv7.0" 2 5 286065.5 59.4518988858272 6.59836434486878 77.8936670945657 21.338770108336 11.2
"Oryza" "LOC_Os05g01490.1.MSUv7.0" 8 5 289102 46.5011167343132 6.98756707804953 61.690910059676 21.1292162787001 11.2
"Oryza" "LOC_Os05g01490.2.MSUv7.0" 3 5 288217.5 44.7279782318182 7.47815833852747 50.6149732620321 8.32564679294417 11.2
"Oryza" "LOC_Os05g01500.1.MSUv7.0" 15 5 294151 44.5556994927873 10.0231070999922 41.4288702247349 17.0101916373157 11.19
"Oryza" "LOC_Os05g01520.1.MSUv7.0" 7 5 307054 41.3817142755203 2.33710974646969 43.7787379449676 13.23414536378 11.17
"Oryza" "LOC_Os05g01530.1.MSUv7.0" 4 5 313108.5 51.5555555786985 5.70048008994232 57.2364732268013 7.21139789514236 11.17
"Oryza" "LOC_Os05g01540.1.MSUv7.0" 11 5 318643 52.5815968381769 5.51656958286337 41.8526602508715 14.1992039715032 11.16
"Oryza" "LOC_Os05g01540.2.MSUv7.0" 11 5 318643 52.5660302130212 5.51135719470818 41.8820638761655 14.1571880036911 11.16
"Oryza" "LOC_Os05g01550.1.MSUv7.0" 6 5 322854.5 53.6414941450766 13.1516074860156 61.6453610491285 24.5483731751392 11.16
"Oryza" "LOC_Os05g01560.1.MSUv7.0" 3 5 327214 61.8080414279245 8.33663495627964 79.4462165514797 19.6856013150973 11.15
"Oryza" "LOC_Os05g01560.2.MSUv7.0" 2 5 327137.5 59.6980074719801 10.5009319622037 74.2853795688847 24.7023479556969 11.15
"Oryza" "LOC_Os05g01570.1.MSUv7.0" 4 5 339880 54.3826265555153 7.72748082844085 72.9021289178001 13.6609231362497 11.14
"Oryza" "LOC_Os05g01580.1.MSUv7.0" 7 5 346461 55.506349097842 9.01175098537299 76.8423493799434 15.6512615057901 11.13
"Oryza" "LOC_Os05g01590.1.MSUv7.0" 6 5 352689 48.3045396902847 8.69973415405703 41.8635165352416 12.0438997257055 11.13
"Oryza" "LOC_Os05g01610.1.MSUv7.0" 4 5 364230.5 47.1758349576884 4.75070269371067 41.8745851874891 13.3987256006197 11.11
