"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess-2" "loess"
"Zea" "AC152495.1_FGT002.v6a" 1 "10" 3285471 43.2751540041068 NA 42.1417565485362 NA 3.55 3.55
"Zea" "AC152495.1_FGT003.v6a" 5 "10" 3303843 42.7448955996465 5.0993216753936 43.4364328240369 15.7486803134948 3.54 3.54
"Zea" "AC152495.1_FGT005.v6a" 8 "10" 3315942 48.1438354158917 10.2643536078082 58.7829782218064 18.9596266367281 3.54 3.54
"Zea" "AC152495.1_FGT006.v6a" 1 "10" 3318667 52.4663677130045 NA 64.1891891891892 NA 3.54 3.54
"Zea" "AC152495.1_FGT010.v6a" 1 "10" 3374096 43.486096807415 NA 42.5038639876352 NA 3.53 3.53
"Zea" "AC152495.1_FGT011.v6a" 1 "10" 3378068.5 55.596196049744 NA 55.4824561403509 NA 3.53 3.53
"Zea" "AC152495.1_FGT012.v6a" 3 "10" 3386995 52.0100486006368 8.06239002954356 63.5189973425268 18.4853248385987 3.53 3.53
"Zea" "AC152495.1_FGT013.v6a" 3 "10" 3398168.5 51.4974838354962 0.628431839652079 51.5323848582869 2.08568995023203 3.53 3.53
"Zea" "AC152495.1_FGT015.v6a" 1 "10" 3404736 39.3026941362916 NA 40.7142857142857 NA 3.53 3.53
"Zea" "AC152495.1_FGT017.v6a" 1 "10" 3443055.5 42.6886060229742 NA 41.192917054986 NA 3.52 3.52
"Zea" "AC177821.2_FGT002.v6a" 5 "10" 40125527.5 53.5309695527087 10.2176626812756 53.6622445654703 9.18172743053138 -0.32 -0.32
"Zea" "AC177821.2_FGT003.v6a" 3 "10" 40136080 61.1672523122905 9.17538007267225 78.9888525384709 14.7120430736808 -0.32 -0.32
"Zea" "AC177821.2_FGT005.v6a" 3 "10" 40196952.5 43.4221957353004 0.457839256690501 47.1794871794872 12.4352365671611 -0.32 -0.32
"Zea" "AC177846.2_FGT001.v6a" 1 "10" 37071669.5 62.116991643454 NA 60.5042016806723 NA -0.23 -0.23
"Zea" "AC177846.2_FGT002.v6a" 1 "10" 37096644 62.6582278481013 NA 57.6923076923077 NA -0.23 -0.23
"Zea" "AC177862.3_FGT002.v6a" 1 "10" 44387084.5 59.3625498007968 NA 62.6506024096386 NA -0.38 -0.38
"Zea" "AC177873.3_FGT003.v6a" 6 "10" 80626375.5 45.2492467340205 4.5493823788443 48.1908369408369 10.2321638288721 0.47 0.47
"Zea" "AC177934.2_FGT001.v6a" 1 "10" 41413335.5 81.7490494296578 NA 83.9080459770115 NA -0.35 -0.35
"Zea" "AC183938.4_FGT004.v6a" 4 "10" 142228798 53.7417514736619 9.93721265500941 64.7148541114058 21.1007401824633 4.6 4.6
"Zea" "AC183938.4_FGT011.v6a" 6 "10" 142267838.5 49.0942647938842 7.97354110030048 49.3752982973024 7.63096362300901 4.63 4.63
"Zea" "AC183938.4_FGT014.v6a" 1 "10" 142144864 65.3136531365314 NA 64.0883977900553 NA 4.53 4.53
"Zea" "AC187211.4_FGT005.v6a" 1 "10" 85516361 61.144578313253 NA 57.2727272727273 NA 0.24 0.24
"Zea" "AC187404.3_FGT003.v6a" 5 "10" 60781072.5 56.914122226641 2.59940440043198 63.9653307551035 3.57615203586409 0.17 0.17
