"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess"
"Oryza" "LOC_Os02g01010.1.MSUv7.0" 12 2 6059.5 45.7556749118706 9.50071963065083 47.4998013383761 20.4064677187503 NA
"Oryza" "LOC_Os02g01020.1.MSUv7.0" 4 2 11583 50.5312483654358 9.28888215649036 45.8505559303982 19.4432389404522 NA
"Oryza" "LOC_Os02g01020.2.MSUv7.0" 3 2 12316 50.401438187447 10.6689420096142 49.260137003948 20.9400489132841 NA
"Oryza" "LOC_Os02g01030.1.MSUv7.0" 10 2 16186 51.0384939500047 8.04182349592812 49.2158569552347 20.4543099112769 NA
"Oryza" "LOC_Os02g01030.2.MSUv7.0" 10 2 16186 51.01775270553 8.03097946395026 49.1583856908669 20.398767444973 NA
"Oryza" "LOC_Os02g01030.3.MSUv7.0" 10 2 15406 50.3262165366963 8.20418207432982 48.1931296825075 19.3753314512249 NA
"Oryza" "LOC_Os02g01060.1.MSUv7.0" 1 2 33430 69.5652173913043 NA 84.6511627906977 NA NA
"Oryza" "LOC_Os02g01070.1.MSUv7.0" 11 2 37622 48.9676023408377 8.56369609603545 45.7688109289609 23.3400351193787 NA
"Oryza" "LOC_Os02g01080.1.MSUv7.0" 1 2 43284 60.2443609022556 NA 68.0790960451977 NA NA
"Oryza" "LOC_Os02g01090.1.MSUv7.0" 1 2 48688.5 64.2297650130548 NA 76.3779527559055 NA NA
"Oryza" "LOC_Os02g01100.1.MSUv7.0" 12 2 53101 47.7319059107422 6.42024528617723 55.242173676273 13.8469951743077 NA
"Oryza" "LOC_Os02g01100.3.MSUv7.0" 12 2 53101 47.7617210568365 6.41307743015211 55.4872717154887 13.7143730760848 NA
"Oryza" "LOC_Os02g01110.1.MSUv7.0" 8 2 61846.5 51.3280303626151 12.8032695016633 54.6526371554189 18.28618144397 NA
"Oryza" "LOC_Os02g01120.1.MSUv7.0" 2 2 66815 55.7274247491638 2.66051882553469 54.2857142857143 10.7749604752236 NA
"Oryza" "LOC_Os02g01130.1.MSUv7.0" 1 2 73447 65.7303370786517 NA 61.864406779661 NA NA
"Oryza" "LOC_Os02g01140.1.MSUv7.0" 2 2 78824.5 63.1796631167655 1.72375493414832 87.9465240641711 6.24674012042877 NA
"Oryza" "LOC_Os02g01150.1.MSUv7.0" 11 2 81474 56.5696313471879 7.45565041319996 71.1606330761712 17.5869538604989 NA
"Oryza" "LOC_Os02g01150.2.MSUv7.0" 12 2 81443 56.7441606159922 6.85846691898 71.4672367757783 16.4368042312649 NA
"Oryza" "LOC_Os02g01160.1.MSUv7.0" 1 2 85484.5 57.3770491803279 NA 79.2079207920792 NA NA
"Oryza" "LOC_Os02g01180.1.MSUv7.0" 24 2 103086.5 42.6876909398029 6.93302345647731 39.3813836983744 15.165654880153 NA
"Oryza" "LOC_Os02g01190.1.MSUv7.0" 3 2 111504.5 70.0353708645741 2.38537226522557 89.6556106239675 5.20453512945336 NA
"Oryza" "LOC_Os02g01190.2.MSUv7.0" 2 2 111778.5 70.6909217445098 3.75917036858764 87.8560632484595 7.90058849808479 NA
"Oryza" "LOC_Os02g01200.1.MSUv7.0" 1 2 113208 68.4389140271493 NA 82.6530612244898 NA NA
"Oryza" "LOC_Os02g01220.1.MSUv7.0" 6 2 125889.5 56.2936256161992 7.52298018938392 67.0021548045742 11.6083258079669 NA
"Oryza" "LOC_Os02g01230.1.MSUv7.0" 8 2 128845 46.8685881734495 9.62164173610398 51.7484558628977 19.3502116091431 NA
"Oryza" "LOC_Os02g01240.1.MSUv7.0" 3 2 134173 56.8779951367406 10.880434240906 60.266230762895 26.04772492721 NA
"Oryza" "LOC_Os02g01245.1.MSUv7.0" 3 2 134173 56.8779951367406 10.880434240906 60.266230762895 26.04772492721 NA
"Oryza" "LOC_Os02g01250.1.MSUv7.0" 4 2 136787.5 61.609244555315 4.17211044678361 57.2970085470085 38.81373055689 NA
"Oryza" "LOC_Os02g01270.1.MSUv7.0" 20 2 149439 46.8853572633038 7.17856182923226 47.5647456514948 17.3174684795038 NA
"Oryza" "LOC_Os02g01275.1.MSUv7.0" 1 2 153488.5 60.8695652173913 NA 63 NA NA
"Oryza" "LOC_Os02g01290.1.MSUv7.0" 1 2 164094 65.3191489361702 NA 80.1282051282051 NA NA
"Oryza" "LOC_Os02g01300.1.MSUv7.0" 1 2 165912.5 67.8899082568807 NA 93.9226519337017 NA NA
"Oryza" "LOC_Os02g01310.1.MSUv7.0" 1 2 168997 68.849840255591 NA 93.2692307692308 NA NA
"Oryza" "LOC_Os02g01326.1.MSUv7.0" 6 2 177573.5 47.0690200959533 4.04892043654413 52.9392425633301 9.81909506545647 NA
"Oryza" "LOC_Os02g01332.1.MSUv7.0" 3 2 181978 53.6884900572969 7.41847590116739 78.1576893052303 17.9543953403245 NA
"Oryza" "LOC_Os02g01340.1.MSUv7.0" 3 2 184535.5 58.7521726213451 6.23847063463315 83.597893010474 3.54716152183152 NA
"Oryza" "LOC_Os02g01340.2.MSUv7.0" 4 2 184509.5 57.4752295812067 7.35392162759141 86.2592118026901 6.47501553279006 NA
"Oryza" "LOC_Os02g01350.1.MSUv7.0" 6 2 189919.5 47.5404705486679 10.1566074545667 50.5626172869173 23.0960321934173 NA
"Oryza" "LOC_Os02g01355.1.MSUv7.0" 7 2 201920 51.6075040700248 8.68740337108736 67.6022126022126 11.3915210478912 NA
"Oryza" "LOC_Os02g01365.1.MSUv7.0" 8 2 203222.5 51.3625071897474 8.01667355407488 65.5480521656992 12.0854175786206 NA
"Oryza" "LOC_Os02g01370.1.MSUv7.0" 4 2 208543.5 50.5003156565656 8.61589149520478 52.6751893939394 8.91685996063759 NA
"Oryza" "LOC_Os02g01380.1.MSUv7.0" 1 2 220592 71.4028776978417 NA 91.8918918918919 NA NA
"Oryza" "LOC_Os02g01410.1.MSUv7.0" 2 2 247983.5 52 11.3137084989848 52.6923076923077 17.9496336762739 NA
"Oryza" "LOC_Os02g01420.1.MSUv7.0" 5 2 251438 49.8048597466318 3.01067489210205 58.8723863750896 5.48770626686503 NA
"Oryza" "LOC_Os02g01440.1.MSUv7.0" 13 2 263282.5 47.3908764128161 10.1727107013054 40.7835447771509 19.8687372647492 NA
"Oryza" "LOC_Os02g01450.1.MSUv7.0" 9 2 267201.5 49.9919882265324 9.44690365039606 54.2024244874457 20.5069389282763 NA
"Oryza" "LOC_Os02g01480.1.MSUv7.0" 8 2 275861 50.0257169904055 12.3366547183991 54.9451762460178 30.4670802112051 NA
