"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess"
"Zea" "AC148152.3_FGT001.v6a" 4 "2" 232029579 54.9888531048806 4.74218339167135 77.9236643030986 16.1460147793196 4.6
"Zea" "AC148152.3_FGT005.v6a" 3 "2" 231953548 63.8970054172624 4.01357923667487 84.6825396825397 6.58171138778808 4.57
"Zea" "AC148152.3_FGT006.v6a" 2 "2" 231909536.5 64.9428804569563 1.28381280141988 84.1141314825526 7.5795521561542 4.56
"Zea" "AC148152.3_FGT008.v6a" 10 "2" 231881398.5 50.1892899456739 10.9944127450755 51.8527608573509 17.6407881489002 4.54
"Zea" "AC155352.2_FGT001.v6a" 6 "2" 35350775 44.6717802918034 5.44244168632891 43.7890534753612 11.515007691298 0.61
"Zea" "AC155352.2_FGT009.v6a" 1 "2" 35366909 71.6867469879518 NA 90.990990990991 NA 0.6
"Zea" "AC155352.2_FGT010.v6a" 2 "2" 35369602.5 67.2317689085982 3.65617235037017 83.030303030303 5.99969390097678 0.6
"Zea" "AC165178.2_FGT001.v6a" 3 "2" 182054131 46.6666666666667 5.80723327698598 55.7840194396798 7.42458789526482 0.72
"Zea" "AC165178.2_FGT002.v6a" 9 "2" 182057836.5 47.3256863006341 3.3924414876238 46.1349523831315 8.58743599337989 0.72
"Zea" "AC165178.2_FGT003.v6a" 1 "2" 182067322.5 68.5714285714286 NA 68.4210526315789 NA 0.72
"Zea" "AC165178.2_FGT004.v6a" 3 "2" 182073715 67.1036039090919 6.17044179292377 90.5040234002966 2.45088555144592 0.73
"Zea" "AC177815.2_FGT001.v6a" 2 "2" 87408475 66.0876164337991 3.2741325717366 68.018018018018 1.91109940861228 0
"Zea" "AC177815.2_FGT003.v6a" 2 "2" 87494858.5 44.2473649538867 4.29248286471283 40.3129657228018 5.58519514200995 0
"Zea" "AC177824.2_FGT003.v6a" 1 "2" 103441096 64.9797570850202 NA 72.5609756097561 NA -0.04
"Zea" "AC177831.3_FGT004.v6a" 7 "2" 49747064.5 54.9139582947349 6.73339481642693 61.1207627090271 11.1912781289625 0.64
"Zea" "AC177833.2_FGT001.v6a" 3 "2" 110695389 63.4895903861421 21.967096795539 90.0526819923372 8.69385063252343 0.02
"Zea" "AC177844.2_FGT003.v6a" 1 "2" 68539209 38.3116883116883 NA 44.1176470588235 NA 0.37
"Zea" "AC177849.3_FGT001.v6a" 1 "2" 64929207.5 55.5023923444976 NA 66.6666666666667 NA 0.43
"Zea" "AC177854.5_FGT003.v6a" 2 "2" 176146197 60.0680096418732 1.96621462055143 54.077743902439 7.49145141653434 0.53
"Zea" "AC177859.4_FGT006.v6a" 1 "2" 115476091 68.5567010309278 NA 71.875 NA 0.09
"Zea" "AC177859.4_FGT010.v6a" 1 "2" 115527312.5 54.9682875264271 NA 56.0509554140127 NA 0.09
"Zea" "AC177860.4_FGT002.v6a" 3 "2" 173899821.5 52.3705505113733 9.290695575269 55.663441635248 11.1920890544141 0.46
"Zea" "AC177860.4_FGT009.v6a" 4 "2" 174012559.5 47.6665675520902 19.8905120222224 45.3206168831169 26.434594835548 0.46
"Zea" "AC177863.3_FGT013.v6a" 1 "2" 2128677 65.4285714285714 NA 63.7931034482759 NA 4.97
"Zea" "AC177863.3_FGT014.v6a" 1 "2" 2126226.5 57.6200417536534 NA 64.1509433962264 NA 4.96
"Zea" "AC177867.2_FGT001.v6a" 1 "2" 175392123 59.4285714285714 NA 55.5555555555556 NA 0.52
"Zea" "AC177868.3_FGT005.v6a" 1 "2" 198731252.5 66.2116040955631 NA 68.0412371134021 NA 1.38
"Zea" "AC177871.2_FGT004.v6a" 1 "2" 125210577.5 66.3917525773196 NA 60.8695652173913 NA 0.08
"Zea" "AC177875.2_FGT005.v6a" 1 "2" 189986970 61.8556701030928 NA 53.125 NA 1.14
"Zea" "AC177878.4_FGT002.v6a" 1 "2" 180693013 59.375 NA 65.9420289855072 NA 0.67
"Zea" "AC177886.2_FGT001.v6a" 1 "2" 14622618 65.2597402597403 NA 66.6666666666667 NA 4.62
"Zea" "AC177888.2_FGT002.v6a" 2 "2" 56692797 55.831374853114 2.5135111787183 62.5326939843069 0.524011128167853 0.55
"Zea" "AC177893.3_FGT003.v6a" 1 "2" 211670161.5 52.9695024077047 NA 67.6328502415459 NA 2.37
"Zea" "AC177893.3_FGT005.v6a" 1 "2" 211664894 60.5603448275862 NA 82.4675324675325 NA 2.37
